,CaseID,AppUnit,案件名稱,DigSite,DigArea,CaseStart,CaseEnd,StrAllowTime,ConstructionUnit,Construction_Man,Construction_Tel,Supervise,Supervise_Man,Supervise_Tel,ExamUnit,ExamDate,Remark,TWD97X,TWD97Y,LAT,LONG,geometry
10,237630,1082651561,新北市汐止地區污水下水道系統第二期工程第六標(修正版),汐止區東勢里村里東勢街,申挖工程：柏油，長837公尺，寬0.6公尺，深1.5公尺，面積502.2平方公尺；總面積：502.2平方公尺,108/10/22,112/4/27,時段性施工，108年10月22日起109年04月22日止，共184日。日間09時至17時；第1次變更：時段性施工，109年04月22日起109年10月22日止，共184日。(日間09時至17時)(展延)；第2次變更：時段性施工，109年10月23日起110年04月23日止，共183日。(日間09時至17時)(展延)；第3次變更：時段性施工，110年04月24日起110年10月24日止，共184日。(日間09時至17時)(展延)；第4次變更：時段性施工，110年10月25日起111年04月25日止，共183日。(日間09時至17時)(展延)；第5次變更：時段性施工，111年04月26日起111年10月26日止，共184日。(自訂日間09時至17時)(展延)；第6次變更：時段性施工，111年10月27日起112年04月27日止，共183日。(日間09時至17時)(展延),神緯營造有限公司,郭志緯,921550645,新北市政府水利局污水下水道工程科,陳美婉,958325363,汐止區公所,2019/10/16,,313409.5819,2770343.243,25.0399,121.6284,
11,197646,1082222242,新北市中和地區污水下水道系統第二期工程第十一標(分支管及用戶接管合併),中和區員山里村里中正路955號,申挖工程：柏油，長2013公尺，寬4公尺，深9公尺，面積8052平方公尺；總面積：8052平方公尺,108/1/15,112/3/31,時段性施工，108年01月15日起108年04月30日止，共106日。日間09時至16時；第1次變更：時段性施工，108年05月01日起108年12月31日止，共245日。(日間09時至16時)(展延)；第2次變更：時段性施工，109年01月01日起109年06月30日止，共182日。(日間09時至16時)(展延)；第3次變更：時段性施工，109年07月01日起109年12月31日止，共184日。(日間09時至16時)(展延)；第4次變更：時段性施工，110年01月01日起110年06月30日止，共181日。(日間09時至16時)(展延)；第5次變更：時段性施工，110年07月01日起110年08月01日止，共32日。(日間09時至16時)(展延)；第6次變更：時段性施工，110年08月10日起111年02月01日止，共176日。(日間09時至16時)(展延)；第7次變更：時段性施工，111年02月14日起111年08月12日止，共180日。(日間09時至16時)(展延)；第8次變更：時段性施工，111年08月13日起112年03月31日止，共231日。(自訂日間09時至16時)(自訂夜間22時至隔日06時)(展延),萬碁工程有限公司,林學騰,02-2955-3086,內政部營建署下水道工程處北區分處第三工務所,王鴻祥,910133170,中和區公所,2019/1/15,,298243.1476,2766728.659,25.0078,121.478,
12,197664,1082222241,新北市中和地區污水下水道系統第二期工程第十一標(分支管及用戶接管合併),中和區民有里村里民有街4號,申挖工程：柏油，長2348公尺，寬4公尺，深9公尺，面積9392平方公尺；總面積：9392平方公尺,108/1/15,112/3/31,時段性施工，108年01月15日起108年04月30日止，共106日。日間09時至16時；第1次變更：時段性施工，108年05月01日起108年12月31日止，共245日。(日間09時至16時)(展延)；第2次變更：時段性施工，109年01月01日起109年06月30日止，共182日。(日間09時至16時)(展延)；第3次變更：時段性施工，109年07月01日起109年12月31日止，共184日。(日間09時至16時)(展延)；第4次變更：時段性施工，110年01月01日起110年06月30日止，共181日。(日間09時至16時)(展延)；第5次變更：時段性施工，110年07月01日起110年08月01日止，共32日。(日間09時至16時)(展延)；第6次變更：時段性施工，110年08月10日起111年02月01日止，共176日。(日間09時至16時)(展延)；第7次變更：時段性施工，111年02月16日起111年08月14日止，共180日。(日間09時至16時)(展延)；第8次變更：時段性施工，111年08月15日起112年03月31日止，共229日。(自訂日間09時至16時)(自訂夜間22時至隔日06時)(展延),萬碁工程有限公司,林學騰,02-2955-3086,內政部營建署下水道工程處北區分處第三工務所,王鴻祥,910133170,中和區公所,2019/1/16,,297832.8881,2766103.393,25.0022,121.4739,
13,254963,1092737380,基隆河系特四幹線二標污水管渠修繕統包工程,汐止區忠孝里村里工建路108號,申挖工程：柏油，長16公尺，寬4公尺，深14公尺，面積64平方公尺；總面積：64平方公尺,109/9/14,112/3/31,時段性施工，109年09月14日起110年07月31日止，共321日。日間09時至16時；第1次變更：時段性施工，110年08月01日起110年12月29日止，共151日。(日間09時至16時)(展延)；第2次變更：時段性施工，110年12月30日起111年07月03日止，共186日。(日間09時至16時)(展延)；第3次變更：時段性施工，111年07月04日起111年10月15日止，共104日。(日間09時至16時)(展延)；第4次變更：時段性施工，111年10月16日起112年03月31日止，共167日。(日間09時至16時)(展延),九幅營造股份有限公司,洪美滿,922147535,臺北市政府工務局衛生下水道工程處,王端韻,968010418,汐止區公所,2020/9/4,,314386.3506,2772954.638,25.0634,121.6382,
14,281686,1112237332,新北市中和地區污水下水道系統第二期工程第十一標(分支管及用戶接管合併),中和區員山里村里中山路三段32巷,申挖工程：柏油，長821.08公尺，寬0.8公尺，深3公尺，面積656.86平方公尺；總面積：656.86平方公尺,111/3/1,112/3/31,時段性施工，111年03月01日起111年08月27日止，共180日。日間09時至16時；第1次變更：時段性施工，111年08月28日起112年03月31日止，共216日。(自訂日間09時至16時)(自訂夜間22時至隔日06時)(展延),萬碁工程有限公司,林學騰,02-2955-3086,內政部營建署下水道工程處北區分處第三工務所,郭同宇,920085670,中和區公所,2022/2/22,,298027.4466,2766242.099,25.0034,121.4758,
15,288113,1112547116,浮洲加壓站至板新場管線工程(二),樹林區東山里村里柑園二橋,申挖工程：柏油，長100公尺，寬9公尺，深5.8公尺，面積900平方公尺；總面積：900平方公尺,111/6/20,112/3/31,時段性施工，111年06月20日起112年03月31日止，共285日。日間09時至16時,博盈機電工程有限公司,楊鳳,926900096,台灣自來水公司北區工程處,葉峻安,935122083,樹林區公所,2022/6/17,本單位於道路挖掘竣工後，承諾應依規定完成路基回填及夯實後加鋪瀝青混凝土面層，報請查驗合格，並依作業要點提交正確管線資料辦理圖資更新，經核備後接管,290846.1455,2762496.935,24.9698,121.4046,
16,288118,1112547115,浮洲加壓站至板新場管線工程(二),樹林區東山里村里環漢路五段,申挖工程：柏油，長650公尺，寬3.2公尺，深3公尺，面積2080平方公尺；總面積：2080平方公尺,111/6/20,112/3/31,時段性施工，111年06月20日起112年03月31日止，共285日。自訂夜間22時至隔日05時,博盈機電工程有限公司,楊鳳,926900096,台灣自來水公司北區工程處,葉峻安,935122083,樹林區公所,2022/6/17,本單位於道路挖掘竣工後，承諾應依規定完成路基回填及夯實後加鋪瀝青混凝土面層，報請查驗合格，並依作業要點提交正確管線資料辦理圖資更新，經核備後接管,291205.498,2762477.674,24.9696,121.4081,
17,293316,新北莊工字第1112339357號,新北市新莊地區污水下水道系統第二期工程第十二標支管工程,新莊區建安里村里建國二路38號,申挖工程：柏油，長30公尺，寬0.8公尺，深1.6公尺，面積24平方公尺；總面積：24平方公尺,111/9/20,112/3/18,連續性施工，111年09月20日09時起112年03月18日07時止，共180日。,昇馳工程有限公司,洪士鈞,952677335,新北市政府水利局污水下水道工程科,葉佐元,910921831,新莊區公所,2022/9/21,,294743.6988,2769369.095,25.0318,121.4434,
18,260982,輸變電1201,板橋~景星161kV第三回線管路工程(第1a工區),土城區金城里村里金城路二段354巷,申挖工程：紅磚，長79.4公尺，寬1.7公尺，深4公尺，面積136.6平方公尺；其他：紅磚，長5.5公尺，寬9.7公尺，深8公尺，面積53.4平方公尺；其他：柏油，長5.5公尺，寬5.5公尺，深8.5公尺，面積30.2平方公尺；申挖工程：柏油，長24公尺，寬1.7公尺，深4公尺，面積41.3平方公尺；其他：柏油，長5.5公尺，寬5.5公尺，深8.5公尺，面積30.2平方公尺；其他：柏油，長5.5公尺，寬9.7公尺，深16公尺，面積53.4平方公尺；申挖工程：柏油，長298公尺，寬1.7公尺，深4公尺，面積512.6平方公尺；總面積：857.7平方公尺,109/12/30,112/2/17,時段性施工，109年12月30日起111年01月23日止，共390日。日間09時至16時；第1次變更：時段性施工，111年01月24日起112年02月17日止，共390日。(日間09時至16時)(展延),高堃營造股份有限公司,林金愛,222600636,台灣電力公司輸變電工程處北區施工處,魏鈺睿,925129250,土城區公所,2021/6/22,,297066.7757,2764416.348,24.987,121.4662,
19,279570,1102738251,國道1號汐止交流道增設南入匝道改善工程第I101S標,汐止區湖興里村里康寧街,其他：柏油，長180公尺，寬4.2公尺，深0.1公尺，面積756平方公尺；總面積：756平方公尺,111/1/1,112/10/5,時段性施工，111年01月01日起111年10月31日止，共304日。日間09時至17時；第1次變更：時段性施工，111年11月01日起112年10月05日止，共339日。(日間09時至16時)(展延),宏泰陽企業有限公司,曹硯傑,289651061,交通部高速公路局第一新建工程處,杜定忠,921876204,汐止區公所,2021/12/13,,314897.4766,2774301.913,25.0756,121.6433,
20,286669,新北五工字第1112778658號,自來水五股區夏綠地街管線工程,五股區水碓里村里夏綠地街,申挖工程：柏油，長700公尺，寬1公尺，深0.6公尺，面積700平方公尺；總面積：700平方公尺,111/5/17,112/1/5,連續性施工，111年05月17日08時起111年07月15日23時止，共60日。；第1次變更：時段性施工，111年07月25日起111年10月30日止，共98日。(日間09時至16時)(展延)；第2次變更：時段性施工，111年11月07日起112年01月05日止，共60日。(自訂日間09時至16時)(展延),祥昌水管工程股份有限公司,高煒棟,966578615,台灣自來水公司第十二區管理處泰山營運所,王人囿,911381368,五股區公所,2022/5/12,,294789.7451,2773912.68,25.0728,121.444,
21,295382,295382,新北市內84處公有路外停車場之污水接管工程(第二標),土城區日新里村里裕生路106號,申挖工程：柏油，長10公尺，寬0.6公尺，深1.5公尺，面積6平方公尺；申挖工程：紅磚，長5公尺，寬0.6公尺，深1.3公尺，面積3平方公尺；總面積：9平方公尺,111/11/7,112/1/5,時段性施工，111年11月07日起112年01月05日止，共60日。日間09時至16時,宏錩工程有限公司,劉啟峰,02-23083617,新北市政府水利局污水下水道工程科,沈以倫,910790992,土城區公所,2022/11/3,,295109.5634,2764111.816,24.9843,121.4468,
22,249248,水利局0601,新北市板橋地區污水下水道系統第三期工程第四標(支(分)管及用戶接管),土城區員信里村里中央路二段,潛盾工程：柏油，長135公尺，寬0.3公尺，深5公尺，面積40.5平方公尺；申挖工程：紅磚，長70公尺，寬0.8公尺，深2公尺，面積56平方公尺；申挖工程：柏油，長4500公尺，寬0.8公尺，深2公尺，面積3600平方公尺；總面積：3696.5平方公尺,109/6/19,112/1/22,時段性施工，109年06月19日起112年01月22日止，共948日。日間09時至16時,永儱工程有限公司,陳雪麗,26191079,新北市政府水利局污水下水道工程科,李政達,935535055,土城區公所,2020/6/18,土城區水源街、中正路、金城路一段及中華路二段所圍成範圍,294492.1079,2762828.054,24.9727,121.4407,
23,277841,新北泰工字第1102800750號,新北市泰山地區污水下水道系統工程第三標工程,泰山區楓樹里村里文化街18號,申挖工程：柏油，長131.5公尺，寬3公尺，深3公尺，面積394.5平方公尺；申挖工程：紅磚，長14公尺，寬5公尺，深3公尺，面積70平方公尺；總面積：464.5平方公尺,110/11/5,112/1/22,時段性施工，110年11月05日起110年11月19日止，共15日。日間09時至16時；第1次變更：時段性施工，110年11月20日起110年12月04日止，共15日。(日間09時至16時)(展延)；第2次變更：時段性施工，110年12月05日起110年12月19日止，共15日。(日間09時至16時)(展延)；第3次變更：時段性施工，110年12月20日起111年01月03日止，共15日。(日間09時至16時)(展延)；第4次變更：時段性施工，111年01月04日起111年01月17日止，共14日。(日間09時至16時)(展延)；第5次變更：時段性施工，111年02月21日起111年03月07日止，共15日。(日間09時至16時)(展延)；第6次變更：時段性施工，111年06月16日起111年06月30日止，共15日。(日間09時至16時)(展延)；第7次變更：時段性施工，111年07月01日起111年07月15日止，共15日。(日間09時至16時)(展延)；第8次變更：時段性施工，111年09月01日起111年09月15日止，共15日。(日間09時至16時)(展延)；第9次變更：時段性施工，111年10月21日起112年01月22日止，共94日。(日間09時至16時)(展延),廣記營造股份有限公司,林煌裕,02-29008268,新北市政府水利局污水下水道工程科,王彩娥,933265806,泰山區公所,2021/11/5,,293834.7141,2772929.229,25.0639,121.4345,
24,277843,新北泰工字第1102800749號,新北市泰山地區污水下水道系統工程第三標工程,泰山區同興里村里全興路24號,申挖工程：柏油，長18.5公尺，寬3公尺，深3公尺，面積55.5平方公尺；申挖工程：紅磚，長6公尺，寬3公尺，深3公尺，面積18平方公尺；總面積：73.5平方公尺,110/11/15,112/1/22,時段性施工，110年11月15日起110年11月29日止，共15日。日間09時至16時；第1次變更：時段性施工，110年12月06日起110年12月20日止，共15日。(日間09時至16時)(展延)；第2次變更：時段性施工，110年12月21日起111年01月04日止，共15日。(日間09時至16時)(展延)；第3次變更：時段性施工，111年01月05日起111年01月17日止，共13日。(日間09時至16時)(展延)；第4次變更：時段性施工，111年01月19日起111年01月27日止，共9日。(日間09時至16時)(展延)；第5次變更：時段性施工，111年02月14日起111年02月28日止，共15日。(日間09時至16時)(展延)；第6次變更：時段性施工，111年03月01日起111年03月15日止，共15日。(日間09時至16時)(展延)；第7次變更：時段性施工，111年03月16日起111年03月30日止，共15日。(日間09時至16時)(展延)；第8次變更：時段性施工，111年03月31日起111年04月14日止，共15日。(日間09時至16時)(展延)；第9次變更：時段性施工，111年04月15日起111年04月21日止，共7日。(日間09時至16時)(展延)；第10次變更：時段性施工，111年04月22日起111年05月06日止，共15日。(日間09時至16時)(展延)；第11次變更：時段性施工，111年05月07日起111年05月21日止，共15日。(日間09時至16時)(展延)；第12次變更：時段性施工，111年06月16日起111年06月30日止，共15日。(日間09時至16時)(展延)；第13次變更：時段性施工，111年07月01日起111年07月15日止，共15日。(日間09時至16時)(展延)；第14次變更：時段性施工，111年07月18日起111年08月01日止，共15日。(日間09時至16時)(展延)；第15次變更：時段性施工，111年08月02日起111年08月16日止，共15日。(日間09時至16時)(展延)；第16次變更：時段性施工，111年08月17日起111年08月31日止，共15日。(自訂日間09時至21時)(展延)；第17次變更：時段性施工，111年09月01日起111年09月15日止，共15日。(日間09時至16時)(展延)；第18次變更：時段性施工，111年09月16日起111年09月30日止，共15日。(日間09時至16時)(展延)；第19次變更：時段性施工，111年10月21日起112年01月22日止，共94日。(日間09時至16時)(展延),廣記營造股份有限公司,林煌裕,02-29008268,新北市政府水利局污水下水道工程科,王彩娥,933265806,泰山區公所,2021/11/6,,293629.7171,2772310.906,25.0584,121.4324,
25,280435,新北泰工字第1102805264號,新北市樹林地區污水下水道系統第一期工程第二、三、六標,泰山區黎明里村里泰林路二段542巷1弄1號,申挖工程：柏油，長592公尺，寬1公尺，深1.5公尺，面積592平方公尺；總面積：592平方公尺,111/1/3,112/1/22,時段性施工，111年01月03日起111年01月17日止，共15日。日間09時至16時；第1次變更：時段性施工，111年01月19日起111年01月27日止，共9日。(日間09時至16時)(展延)；第2次變更：時段性施工，111年02月14日起111年02月28日止，共15日。(日間09時至16時)(展延)；第3次變更：時段性施工，111年03月01日起111年03月15日止，共15日。(日間09時至16時)(展延)；第4次變更：時段性施工，111年03月16日起111年03月30日止，共15日。(日間09時至16時)(夜間00時至隔日00時)(展延)；第5次變更：時段性施工，111年04月18日起111年05月02日止，共15日。(日間09時至16時)(展延)；第6次變更：時段性施工，111年05月03日起111年05月17日止，共15日。(日間09時至16時)(展延)；第7次變更：時段性施工，111年05月18日起111年06月01日止，共15日。(日間09時至16時)(展延)；第8次變更：時段性施工，111年06月02日起111年06月16日止，共15日。(日間09時至16時)(展延)；第9次變更：時段性施工，111年06月17日起111年07月01日止，共15日。(日間09時至16時)(展延)；第10次變更：時段性施工，111年07月04日起111年07月18日止，共15日。(日間09時至16時)(展延)；第11次變更：時段性施工，111年07月19日起111年08月02日止，共15日。(日間09時至16時)(展延)；第12次變更：時段性施工，111年09月01日起111年09月15日止，共15日。(日間09時至16時)(展延)；第13次變更：時段性施工，111年10月21日起112年01月22日止，共94日。(日間09時至16時)(展延),廣記營造股份有限公司,賴麗媖,02-29008268,新北市政府水利局污水下水道工程科,王彩娥,933265806,泰山區公所,2021/12/30,,292579.1912,2772842.607,25.0632,121.422,
26,284436,1112805951,新北市泰山地區污水下水道系統工程第三標工程,泰山區山腳里村里忠孝街19巷1弄30號,申挖工程：柏油，長50公尺，寬1公尺，深2.5公尺，面積50平方公尺；申挖工程：柏油，長18公尺，寬1公尺，深2.5公尺，面積18平方公尺；申挖工程：柏油，長115公尺，寬1公尺，深2.5公尺，面積115平方公尺；總面積：183平方公尺,111/4/7,112/1/22,時段性施工，111年04月07日起111年04月21日止，共15日。日間09時至16時；第1次變更：時段性施工，111年04月22日起111年05月06日止，共15日。(日間09時至16時)(展延)；第2次變更：時段性施工，111年05月27日起111年06月10日止，共15日。(日間09時至16時)(展延)；第3次變更：時段性施工，111年06月16日起111年06月30日止，共15日。(日間09時至16時)(展延)；第4次變更：時段性施工，111年07月01日起111年07月15日止，共15日。(日間09時至16時)(展延)；第5次變更：時段性施工，111年07月18日起111年08月01日止，共15日。(日間09時至16時)(展延)；第6次變更：時段性施工，111年09月01日起111年09月15日止，共15日。(日間09時至16時)(展延)；第7次變更：時段性施工，111年10月21日起112年01月22日止，共94日。(自訂日間09時至16時)(夜間22時至隔日06時)(展延),廣記營造股份有限公司,賴麗媖,02-29008268,新北市政府水利局污水下水道工程科,王彩娥,933265806,泰山區公所,2022/4/1,,293042.5579,2773016.387,25.0647,121.4266,
27,291787,1112815097,B11C5324B台灣自來水(股)公司第十二區管理處新設表燈,泰山區同榮里村里辭修路28號,申挖工程：柏油，長23公尺，寬0.6公尺，深1.2公尺，面積13.8平方公尺；孔蓋工程：柏油，長1.5公尺，寬1.5公尺，深0.2公尺，面積2.25平方公尺；總面積：16.05平方公尺,111/8/29,111/12/9,時段性施工，111年08月29日起111年09月06日止，共9日。日間09時至16時；第1次變更：時段性施工，111年12月01日起111年12月09日止，共9日。(日間09時至16時)(展延),合銘水電企業有限公司,吳於寶,936072526,台灣電力股份有限公司台北西區營業處,陳懷德,918410888,泰山區公所,2022/8/22,凌傑水電-29912255,293279.9764,2772283.261,25.0581,121.429,
